game_id,season_year,game_label,game_subtype,game_status,game_status_text,date_utc,time_utc,datetime_utc,date_est,time_est,datetime_est,home_team_id,home_tricode,home_city,home_name,away_team_id,away_tricode,away_city,away_name,arena_name,arena_city,arena_state,broadcasters_national
0012500002,2025-26,Preseason,,1,7:30 pm ET,2025-10-06,1900-01-01T23:30:00Z,2025-10-06 23:30:00+00:00,2025-10-06,1900-01-01T19:30:00Z,2025-10-06 19:30:00+00:00,1610612748,MIA,Miami,Heat,1610612749,MIL,Milwaukee,Bucks,Kaseya Center,Miami,FL,
0012500014,2025-26,Preseason,,1,8:00 pm ET,2025-10-06,1900-01-01T00:00:00Z,2025-10-07 00:00:00+00:00,2025-10-06,1900-01-01T20:00:00Z,2025-10-06 20:00:00+00:00,1610612745,HOU,Houston,Rockets,1610612737,ATL,Atlanta,Hawks,Toyota Center,Houston,TX,
0012500031,2025-26,Preseason,,1,8:00 pm ET,2025-10-06,1900-01-01T00:00:00Z,2025-10-07 00:00:00+00:00,2025-10-06,1900-01-01T20:00:00Z,2025-10-06 20:00:00+00:00,1610612763,MEM,Memphis,Grizzlies,1610612765,DET,Detroit,Pistons,FedExForum,Memphis,TN,
0012500032,2025-26,Preseason,,1,8:00 pm ET,2025-10-06,1900-01-01T00:00:00Z,2025-10-07 00:00:00+00:00,2025-10-06,1900-01-01T20:00:00Z,2025-10-06 20:00:00+00:00,1610612759,SAS,San Antonio,Spurs,15018,GUA,Guangzhou,Loong-Lions,Frost Bank Center,San Antonio,TX,
0012500033,2025-26,Preseason,,1,8:30 pm ET,2025-10-06,1900-01-01T00:30:00Z,2025-10-07 00:30:00+00:00,2025-10-06,1900-01-01T20:30:00Z,2025-10-06 20:30:00+00:00,1610612742,DAL,Dallas,Mavericks,1610612760,OKC,Oklahoma City,Thunder,Dickies Arena,Fort Worth,TX,
0012500034,2025-26,Preseason,,1,10:00 pm ET,2025-10-06,1900-01-01T02:00:00Z,2025-10-07 02:00:00+00:00,2025-10-06,1900-01-01T22:00:00Z,2025-10-06 22:00:00+00:00,1610612761,TOR,Toronto,Raptors,1610612743,DEN,Denver,Nuggets,Rogers Arena,Vancouver,BC,
0012500035,2025-26,Preseason,,1,7:00 pm ET,2025-10-07,1900-01-01T23:00:00Z,2025-10-07 23:00:00+00:00,2025-10-07,1900-01-01T19:00:00Z,2025-10-07 19:00:00+00:00,1610612739,CLE,Cleveland,Cavaliers,1610612741,CHI,Chicago,Bulls,Rocket Arena,Cleveland,OH,
0012500036,2025-26,Preseason,,1,8:00 pm ET,2025-10-07,1900-01-01T00:00:00Z,2025-10-08 00:00:00+00:00,2025-10-07,1900-01-01T20:00:00Z,2025-10-07 20:00:00+00:00,1610612750,MIN,Minnesota,Timberwolves,1610612754,IND,Indiana,Pacers,Target Center,Minneapolis,MN,
0012500003,2025-26,Preseason,,1,7:30 pm ET,2025-10-08,1900-01-01T23:30:00Z,2025-10-08 23:30:00+00:00,2025-10-08,1900-01-01T19:30:00Z,2025-10-08 19:30:00+00:00,1610612748,MIA,Miami,Heat,1610612759,SAS,San Antonio,Spurs,Kaseya Center,Miami,FL,
0012500015,2025-26,Preseason,,1,10:00 pm ET,2025-10-08,1900-01-01T02:00:00Z,2025-10-09 02:00:00+00:00,2025-10-08,1900-01-01T22:00:00Z,2025-10-08 22:00:00+00:00,1610612744,GSW,Golden State,Warriors,1610612757,POR,Portland,Trail Blazers,Chase Center,San Francisco,CA,
0012500016,2025-26,Preseason,,1,10:00 pm ET,2025-10-08,1900-01-01T02:00:00Z,2025-10-09 02:00:00+00:00,2025-10-08,1900-01-01T22:00:00Z,2025-10-08 22:00:00+00:00,1610612758,SAC,Sacramento,Kings,1610612761,TOR,Toronto,Raptors,Golden 1 Center,Sacramento,CA,
0012500037,2025-26,Preseason,,1,8:00 pm ET,2025-10-08,1900-01-01T00:00:00Z,2025-10-09 00:00:00+00:00,2025-10-08,1900-01-01T20:00:00Z,2025-10-08 20:00:00+00:00,1610612745,HOU,Houston,Rockets,1610612762,UTA,Utah,Jazz,Toyota Center,Houston,TX,
0012500038,2025-26,Preseason,,1,8:00 pm ET,2025-10-08,1900-01-01T00:00:00Z,2025-10-09 00:00:00+00:00,2025-10-08,1900-01-01T20:00:00Z,2025-10-08 20:00:00+00:00,1610612763,MEM,Memphis,Grizzlies,1610612738,BOS,Boston,Celtics,FedExForum,Memphis,TN,
0012500039,2025-26,Preseason,,1,7:30 pm ET,2025-10-09,1900-01-01T23:30:00Z,2025-10-09 23:30:00+00:00,2025-10-09,1900-01-01T19:30:00Z,2025-10-09 19:30:00+00:00,1610612752,NYK,New York,Knicks,1610612750,MIN,Minnesota,Timberwolves,Madison Square Garden,New York,NY,
0012500040,2025-26,Preseason,,1,8:00 pm ET,2025-10-09,1900-01-01T00:00:00Z,2025-10-10 00:00:00+00:00,2025-10-09,1900-01-01T20:00:00Z,2025-10-09 20:00:00+00:00,1610612741,CHI,Chicago,Bulls,1610612739,CLE,Cleveland,Cavaliers,United Center,Chicago,IL,
0012500041,2025-26,Preseason,,1,8:00 pm ET,2025-10-09,1900-01-01T00:00:00Z,2025-10-10 00:00:00+00:00,2025-10-09,1900-01-01T20:00:00Z,2025-10-09 20:00:00+00:00,1610612749,MIL,Milwaukee,Bucks,1610612765,DET,Detroit,Pistons,Fiserv Forum,Milwaukee,WI,
0012500042,2025-26,Preseason,,1,8:00 pm ET,2025-10-09,1900-01-01T00:00:00Z,2025-10-10 00:00:00+00:00,2025-10-09,1900-01-01T20:00:00Z,2025-10-09 20:00:00+00:00,1610612760,OKC,Oklahoma City,Thunder,1610612766,CHA,Charlotte,Hornets,Paycom Center,Oklahoma City,OK,
0012500043,2025-26,Preseason,,1,10:30 pm ET,2025-10-09,1900-01-01T02:30:00Z,2025-10-10 02:30:00+00:00,2025-10-09,1900-01-01T22:30:00Z,2025-10-09 22:30:00+00:00,1610612746,LAC,LA,Clippers,15018,GUA,Guangzhou,Loong-Lions,Frontwave Arena,Oceanside,CA,
0012500012,2025-26,Preseason,Global Games,1,8:00 am ET,2025-10-10,1900-01-01T12:00:00Z,2025-10-10 12:00:00+00:00,2025-10-10,1900-01-01T08:00:00Z,2025-10-10 08:00:00+00:00,1610612751,BKN,Brooklyn,Nets,1610612756,PHX,Phoenix,Suns,Venetian Arena,"Macao, China",,
0012500017,2025-26,Preseason,,1,10:00 pm ET,2025-10-10,1900-01-01T02:00:00Z,2025-10-11 02:00:00+00:00,2025-10-10,1900-01-01T22:00:00Z,2025-10-10 22:00:00+00:00,1610612757,POR,Portland,Trail Blazers,1610612758,SAC,Sacramento,Kings,Moda Center,Portland,OR,
0012500044,2025-26,Preseason,,1,7:00 pm ET,2025-10-10,1900-01-01T23:00:00Z,2025-10-10 23:00:00+00:00,2025-10-10,1900-01-01T19:00:00Z,2025-10-10 19:00:00+00:00,1610612761,TOR,Toronto,Raptors,1610612738,BOS,Boston,Celtics,Scotiabank Arena,Toronto,ON,
0012500045,2025-26,Preseason,,1,8:00 pm ET,2025-10-10,1900-01-01T00:00:00Z,2025-10-11 00:00:00+00:00,2025-10-10,1900-01-01T20:00:00Z,2025-10-10 20:00:00+00:00,1610612759,SAS,San Antonio,Spurs,1610612762,UTA,Utah,Jazz,Frost Bank Center,San Antonio,TX,
0012500070,2025-26,Preseason,,1,7:00 pm ET,2025-10-10,1900-01-01T23:00:00Z,2025-10-10 23:00:00+00:00,2025-10-10,1900-01-01T19:00:00Z,2025-10-10 19:00:00+00:00,1610612755,PHI,Philadelphia,76ers,1610612753,ORL,Orlando,Magic,Xfinity Mobile Arena,Philadelphia,PA,
0012500018,2025-26,Preseason,,1,8:00 pm ET,2025-10-11,1900-01-01T00:00:00Z,2025-10-12 00:00:00+00:00,2025-10-11,1900-01-01T20:00:00Z,2025-10-11 20:00:00+00:00,1610612763,MEM,Memphis,Grizzlies,1610612737,ATL,Atlanta,Hawks,FedExForum,Memphis,TN,
0012500046,2025-26,Preseason,,1,7:00 pm ET,2025-10-11,1900-01-01T23:00:00Z,2025-10-11 23:00:00+00:00,2025-10-11,1900-01-01T19:00:00Z,2025-10-11 19:00:00+00:00,1610612754,IND,Indiana,Pacers,1610612760,OKC,Oklahoma City,Thunder,Gainbridge Fieldhouse,Indianapolis,IN,
0012500047,2025-26,Preseason,,1,8:30 pm ET,2025-10-11,1900-01-01T00:30:00Z,2025-10-12 00:30:00+00:00,2025-10-11,1900-01-01T20:30:00Z,2025-10-11 20:30:00+00:00,1610612742,DAL,Dallas,Mavericks,1610612766,CHA,Charlotte,Hornets,American Airlines Center,Dallas,TX,
0012500004,2025-26,Preseason,,1,9:30 pm ET,2025-10-12,1900-01-01T01:30:00Z,2025-10-13 01:30:00+00:00,2025-10-12,1900-01-01T21:30:00Z,2025-10-12 21:30:00+00:00,1610612747,LAL,Los Angeles,Lakers,1610612744,GSW,Golden State,Warriors,Crypto.com Arena,Los Angeles,CA,
0012500013,2025-26,Preseason,Global Games,1,7:00 am ET,2025-10-12,1900-01-01T11:00:00Z,2025-10-12 11:00:00+00:00,2025-10-12,1900-01-01T07:00:00Z,2025-10-12 07:00:00+00:00,1610612756,PHX,Phoenix,Suns,1610612751,BKN,Brooklyn,Nets,Venetian Arena,"Macao, China",,
0012500048,2025-26,Preseason,,1,3:00 pm ET,2025-10-12,1900-01-01T19:00:00Z,2025-10-12 19:00:00+00:00,2025-10-12,1900-01-01T15:00:00Z,2025-10-12 15:00:00+00:00,1610612764,WAS,Washington,Wizards,1610612761,TOR,Toronto,Raptors,Capital One Arena,Washington,DC,
0012500049,2025-26,Preseason,,1,6:00 pm ET,2025-10-12,1900-01-01T22:00:00Z,2025-10-12 22:00:00+00:00,2025-10-12,1900-01-01T18:00:00Z,2025-10-12 18:00:00+00:00,1610612753,ORL,Orlando,Magic,1610612748,MIA,Miami,Heat,Kia Center,Orlando,FL,
0012500050,2025-26,Preseason,,1,7:00 pm ET,2025-10-12,1900-01-01T23:00:00Z,2025-10-12 23:00:00+00:00,2025-10-12,1900-01-01T19:00:00Z,2025-10-12 19:00:00+00:00,1610612738,BOS,Boston,Celtics,1610612739,CLE,Cleveland,Cavaliers,TD Garden,Boston,MA,
0012500051,2025-26,Preseason,,1,7:00 pm ET,2025-10-12,1900-01-01T23:00:00Z,2025-10-12 23:00:00+00:00,2025-10-12,1900-01-01T19:00:00Z,2025-10-12 19:00:00+00:00,1610612741,CHI,Chicago,Bulls,1610612749,MIL,Milwaukee,Bucks,United Center,Chicago,IL,
0012500052,2025-26,Preseason,,1,9:30 pm ET,2025-10-12,1900-01-01T01:30:00Z,2025-10-13 01:30:00+00:00,2025-10-12,1900-01-01T21:30:00Z,2025-10-12 21:30:00+00:00,1610612746,LAC,LA,Clippers,1610612743,DEN,Denver,Nuggets,Intuit Dome,Inglewood,CA,
0012500019,2025-26,Preseason,,1,6:00 pm ET,2025-10-13,1900-01-01T22:00:00Z,2025-10-13 22:00:00+00:00,2025-10-13,1900-01-01T18:00:00Z,2025-10-13 18:00:00+00:00,1610612737,ATL,Atlanta,Hawks,1610612748,MIA,Miami,Heat,State Farm Arena,Atlanta,GA,
0012500053,2025-26,Preseason,,1,7:00 pm ET,2025-10-13,1900-01-01T23:00:00Z,2025-10-13 23:00:00+00:00,2025-10-13,1900-01-01T19:00:00Z,2025-10-13 19:00:00+00:00,1610612754,IND,Indiana,Pacers,1610612759,SAS,San Antonio,Spurs,Gainbridge Fieldhouse,Indianapolis,IN,
0012500054,2025-26,Preseason,,1,7:30 pm ET,2025-10-13,1900-01-01T23:30:00Z,2025-10-13 23:30:00+00:00,2025-10-13,1900-01-01T19:30:00Z,2025-10-13 19:30:00+00:00,1610612752,NYK,New York,Knicks,1610612764,WAS,Washington,Wizards,Madison Square Garden,New York,NY,
0012500055,2025-26,Preseason,,1,8:00 pm ET,2025-10-13,1900-01-01T00:00:00Z,2025-10-14 00:00:00+00:00,2025-10-13,1900-01-01T20:00:00Z,2025-10-13 20:00:00+00:00,1610612750,MIN,Minnesota,Timberwolves,15018,GUA,Guangzhou,Loong-Lions,Target Center,Minneapolis,MN,
0012500056,2025-26,Preseason,,1,9:00 pm ET,2025-10-13,1900-01-01T01:00:00Z,2025-10-14 01:00:00+00:00,2025-10-13,1900-01-01T21:00:00Z,2025-10-13 21:00:00+00:00,1610612762,UTA,Utah,Jazz,1610612742,DAL,Dallas,Mavericks,Delta Center,Salt Lake City,UT,
0012500020,2025-26,Preseason,,1,8:00 pm ET,2025-10-14,1900-01-01T00:00:00Z,2025-10-15 00:00:00+00:00,2025-10-14,1900-01-01T20:00:00Z,2025-10-14 20:00:00+00:00,1610612740,NOP,New Orleans,Pelicans,1610612745,HOU,Houston,Rockets,Legacy Arena at the BJCC,Birmingham,AL,
0012500021,2025-26,Preseason,,1,10:00 pm ET,2025-10-14,1900-01-01T02:00:00Z,2025-10-15 02:00:00+00:00,2025-10-14,1900-01-01T22:00:00Z,2025-10-14 22:00:00+00:00,1610612757,POR,Portland,Trail Blazers,1610612744,GSW,Golden State,Warriors,Moda Center,Portland,OR,
0012500057,2025-26,Preseason,,1,7:00 pm ET,2025-10-14,1900-01-01T23:00:00Z,2025-10-14 23:00:00+00:00,2025-10-14,1900-01-01T19:00:00Z,2025-10-14 19:00:00+00:00,1610612739,CLE,Cleveland,Cavaliers,1610612765,DET,Detroit,Pistons,Rocket Arena,Cleveland,OH,
0012500058,2025-26,Preseason,,1,8:00 pm ET,2025-10-14,1900-01-01T00:00:00Z,2025-10-15 00:00:00+00:00,2025-10-14,1900-01-01T20:00:00Z,2025-10-14 20:00:00+00:00,1610612749,MIL,Milwaukee,Bucks,1610612760,OKC,Oklahoma City,Thunder,Fiserv Forum,Milwaukee,WI,
0012500059,2025-26,Preseason,,1,9:00 pm ET,2025-10-14,1900-01-01T01:00:00Z,2025-10-15 01:00:00+00:00,2025-10-14,1900-01-01T21:00:00Z,2025-10-14 21:00:00+00:00,1610612743,DEN,Denver,Nuggets,1610612741,CHI,Chicago,Bulls,Ball Arena,Denver,CO,
0012500060,2025-26,Preseason,,1,10:00 pm ET,2025-10-14,1900-01-01T02:00:00Z,2025-10-15 02:00:00+00:00,2025-10-14,1900-01-01T22:00:00Z,2025-10-14 22:00:00+00:00,1610612756,PHX,Phoenix,Suns,1610612747,LAL,Los Angeles,Lakers,PHX Arena,Phoenix,AZ,
0012500005,2025-26,Preseason,,1,10:30 pm ET,2025-10-15,1900-01-01T02:30:00Z,2025-10-16 02:30:00+00:00,2025-10-15,1900-01-01T22:30:00Z,2025-10-15 22:30:00+00:00,1610612747,LAL,Los Angeles,Lakers,1610612742,DAL,Dallas,Mavericks,T-Mobile Arena,Las Vegas,NV,
0012500022,2025-26,Preseason,,1,10:00 pm ET,2025-10-15,1900-01-01T02:00:00Z,2025-10-16 02:00:00+00:00,2025-10-15,1900-01-01T22:00:00Z,2025-10-15 22:00:00+00:00,1610612758,SAC,Sacramento,Kings,1610612746,LAC,LA,Clippers,Golden 1 Center,Sacramento,CA,
0012500061,2025-26,Preseason,,1,7:00 pm ET,2025-10-15,1900-01-01T23:00:00Z,2025-10-15 23:00:00+00:00,2025-10-15,1900-01-01T19:00:00Z,2025-10-15 19:00:00+00:00,1610612766,CHA,Charlotte,Hornets,1610612763,MEM,Memphis,Grizzlies,First Horizon Coliseum,Greensboro,NC,
0012500062,2025-26,Preseason,,1,7:30 pm ET,2025-10-15,1900-01-01T23:30:00Z,2025-10-15 23:30:00+00:00,2025-10-15,1900-01-01T19:30:00Z,2025-10-15 19:30:00+00:00,1610612738,BOS,Boston,Celtics,1610612761,TOR,Toronto,Raptors,TD Garden,Boston,MA,
0012500023,2025-26,Preseason,,1,7:00 pm ET,2025-10-16,1900-01-01T23:00:00Z,2025-10-16 23:00:00+00:00,2025-10-16,1900-01-01T19:00:00Z,2025-10-16 19:00:00+00:00,1610612753,ORL,Orlando,Magic,1610612740,NOP,New Orleans,Pelicans,Kia Center,Orlando,FL,
0012500024,2025-26,Preseason,,1,7:30 pm ET,2025-10-16,1900-01-01T23:30:00Z,2025-10-16 23:30:00+00:00,2025-10-16,1900-01-01T19:30:00Z,2025-10-16 19:30:00+00:00,1610612737,ATL,Atlanta,Hawks,1610612745,HOU,Houston,Rockets,State Farm Arena,Atlanta,GA,
0012500025,2025-26,Preseason,,1,9:00 pm ET,2025-10-16,1900-01-01T01:00:00Z,2025-10-17 01:00:00+00:00,2025-10-16,1900-01-01T21:00:00Z,2025-10-16 21:00:00+00:00,1610612762,UTA,Utah,Jazz,1610612757,POR,Portland,Trail Blazers,Delta Center,Salt Lake City,UT,
0012500063,2025-26,Preseason,,1,7:00 pm ET,2025-10-16,1900-01-01T23:00:00Z,2025-10-16 23:00:00+00:00,2025-10-16,1900-01-01T19:00:00Z,2025-10-16 19:00:00+00:00,1610612765,DET,Detroit,Pistons,1610612764,WAS,Washington,Wizards,Little Caesars Arena,Detroit,MI,
0012500064,2025-26,Preseason,,1,8:00 pm ET,2025-10-16,1900-01-01T00:00:00Z,2025-10-17 00:00:00+00:00,2025-10-16,1900-01-01T20:00:00Z,2025-10-16 20:00:00+00:00,1610612741,CHI,Chicago,Bulls,1610612750,MIN,Minnesota,Timberwolves,United Center,Chicago,IL,
0012500006,2025-26,Preseason,,1,8:00 pm ET,2025-10-17,1900-01-01T00:00:00Z,2025-10-18 00:00:00+00:00,2025-10-17,1900-01-01T20:00:00Z,2025-10-17 20:00:00+00:00,1610612748,MIA,Miami,Heat,1610612763,MEM,Memphis,Grizzlies,Kaseya Center,Miami,FL,
0012500007,2025-26,Preseason,,1,10:30 pm ET,2025-10-17,1900-01-01T02:30:00Z,2025-10-18 02:30:00+00:00,2025-10-17,1900-01-01T22:30:00Z,2025-10-17 22:30:00+00:00,1610612747,LAL,Los Angeles,Lakers,1610612758,SAC,Sacramento,Kings,Crypto.com Arena,Los Angeles,CA,
0012500065,2025-26,Preseason,,1,7:00 pm ET,2025-10-17,1900-01-01T23:00:00Z,2025-10-17 23:00:00+00:00,2025-10-17,1900-01-01T19:00:00Z,2025-10-17 19:00:00+00:00,1610612761,TOR,Toronto,Raptors,1610612751,BKN,Brooklyn,Nets,Scotiabank Arena,Toronto,ON,
0012500066,2025-26,Preseason,,1,7:30 pm ET,2025-10-17,1900-01-01T23:30:00Z,2025-10-17 23:30:00+00:00,2025-10-17,1900-01-01T19:30:00Z,2025-10-17 19:30:00+00:00,1610612752,NYK,New York,Knicks,1610612766,CHA,Charlotte,Hornets,Madison Square Garden,New York,NY,
0012500067,2025-26,Preseason,,1,8:00 pm ET,2025-10-17,1900-01-01T00:00:00Z,2025-10-18 00:00:00+00:00,2025-10-17,1900-01-01T20:00:00Z,2025-10-17 20:00:00+00:00,1610612760,OKC,Oklahoma City,Thunder,1610612743,DEN,Denver,Nuggets,Paycom Center,Oklahoma City,OK,
0012500068,2025-26,Preseason,,1,8:00 pm ET,2025-10-17,1900-01-01T00:00:00Z,2025-10-18 00:00:00+00:00,2025-10-17,1900-01-01T20:00:00Z,2025-10-17 20:00:00+00:00,1610612759,SAS,San Antonio,Spurs,1610612754,IND,Indiana,Pacers,Frost Bank Center,San Antonio,TX,
0012500069,2025-26,Preseason,,1,10:00 pm ET,2025-10-17,1900-01-01T02:00:00Z,2025-10-18 02:00:00+00:00,2025-10-17,1900-01-01T22:00:00Z,2025-10-17 22:00:00+00:00,1610612744,GSW,Golden State,Warriors,1610612746,LAC,LA,Clippers,Chase Center,San Francisco,CA,
0012500071,2025-26,Preseason,,1,7:00 pm ET,2025-10-17,1900-01-01T23:00:00Z,2025-10-17 23:00:00+00:00,2025-10-17,1900-01-01T19:00:00Z,2025-10-17 19:00:00+00:00,1610612755,PHI,Philadelphia,76ers,1610612750,MIN,Minnesota,Timberwolves,Xfinity Mobile Arena,Philadelphia,PA,
0022500001,2025-26,,,1,7:30 pm ET,2025-10-21,1900-01-01T23:30:00Z,2025-10-21 23:30:00+00:00,2025-10-21,1900-01-01T19:30:00Z,2025-10-21 19:30:00+00:00,1610612760,OKC,Oklahoma City,Thunder,1610612745,HOU,Houston,Rockets,Paycom Center,Oklahoma City,OK,
0022500002,2025-26,,,1,10:00 pm ET,2025-10-21,1900-01-01T02:00:00Z,2025-10-22 02:00:00+00:00,2025-10-21,1900-01-01T22:00:00Z,2025-10-21 22:00:00+00:00,1610612747,LAL,Los Angeles,Lakers,1610612744,GSW,Golden State,Warriors,Crypto.com Arena,Los Angeles,CA,
0022500003,2025-26,,,1,7:00 pm ET,2025-10-22,1900-01-01T23:00:00Z,2025-10-22 23:00:00+00:00,2025-10-22,1900-01-01T19:00:00Z,2025-10-22 19:00:00+00:00,1610612752,NYK,New York,Knicks,1610612739,CLE,Cleveland,Cavaliers,Madison Square Garden,New York,NY,
0022500004,2025-26,,,1,9:30 pm ET,2025-10-22,1900-01-01T01:30:00Z,2025-10-23 01:30:00+00:00,2025-10-22,1900-01-01T21:30:00Z,2025-10-22 21:30:00+00:00,1610612742,DAL,Dallas,Mavericks,1610612759,SAS,San Antonio,Spurs,American Airlines Center,Dallas,TX,
0022500080,2025-26,,,1,7:00 pm ET,2025-10-22,1900-01-01T23:00:00Z,2025-10-22 23:00:00+00:00,2025-10-22,1900-01-01T19:00:00Z,2025-10-22 19:00:00+00:00,1610612766,CHA,Charlotte,Hornets,1610612751,BKN,Brooklyn,Nets,Spectrum Center,Charlotte,NC,
0022500081,2025-26,,,1,7:00 pm ET,2025-10-22,1900-01-01T23:00:00Z,2025-10-22 23:00:00+00:00,2025-10-22,1900-01-01T19:00:00Z,2025-10-22 19:00:00+00:00,1610612753,ORL,Orlando,Magic,1610612748,MIA,Miami,Heat,Kia Center,Orlando,FL,
0022500082,2025-26,,,1,7:30 pm ET,2025-10-22,1900-01-01T23:30:00Z,2025-10-22 23:30:00+00:00,2025-10-22,1900-01-01T19:30:00Z,2025-10-22 19:30:00+00:00,1610612737,ATL,Atlanta,Hawks,1610612761,TOR,Toronto,Raptors,State Farm Arena,Atlanta,GA,
0022500083,2025-26,,,1,7:30 pm ET,2025-10-22,1900-01-01T23:30:00Z,2025-10-22 23:30:00+00:00,2025-10-22,1900-01-01T19:30:00Z,2025-10-22 19:30:00+00:00,1610612738,BOS,Boston,Celtics,1610612755,PHI,Philadelphia,76ers,TD Garden,Boston,MA,
0022500084,2025-26,,,1,8:00 pm ET,2025-10-22,1900-01-01T00:00:00Z,2025-10-23 00:00:00+00:00,2025-10-22,1900-01-01T20:00:00Z,2025-10-22 20:00:00+00:00,1610612741,CHI,Chicago,Bulls,1610612765,DET,Detroit,Pistons,United Center,Chicago,IL,
0022500085,2025-26,,,1,8:00 pm ET,2025-10-22,1900-01-01T00:00:00Z,2025-10-23 00:00:00+00:00,2025-10-22,1900-01-01T20:00:00Z,2025-10-22 20:00:00+00:00,1610612763,MEM,Memphis,Grizzlies,1610612740,NOP,New Orleans,Pelicans,FedExForum,Memphis,TN,
0022500086,2025-26,,,1,8:00 pm ET,2025-10-22,1900-01-01T00:00:00Z,2025-10-23 00:00:00+00:00,2025-10-22,1900-01-01T20:00:00Z,2025-10-22 20:00:00+00:00,1610612749,MIL,Milwaukee,Bucks,1610612764,WAS,Washington,Wizards,Fiserv Forum,Milwaukee,WI,
0022500087,2025-26,,,1,9:00 pm ET,2025-10-22,1900-01-01T01:00:00Z,2025-10-23 01:00:00+00:00,2025-10-22,1900-01-01T21:00:00Z,2025-10-22 21:00:00+00:00,1610612762,UTA,Utah,Jazz,1610612746,LAC,LA,Clippers,Delta Center,Salt Lake City,UT,
0022500088,2025-26,,,1,10:00 pm ET,2025-10-22,1900-01-01T02:00:00Z,2025-10-23 02:00:00+00:00,2025-10-22,1900-01-01T22:00:00Z,2025-10-22 22:00:00+00:00,1610612756,PHX,Phoenix,Suns,1610612758,SAC,Sacramento,Kings,PHX Arena,Phoenix,AZ,
0022500089,2025-26,,,1,10:00 pm ET,2025-10-22,1900-01-01T02:00:00Z,2025-10-23 02:00:00+00:00,2025-10-22,1900-01-01T22:00:00Z,2025-10-22 22:00:00+00:00,1610612757,POR,Portland,Trail Blazers,1610612750,MIN,Minnesota,Timberwolves,Moda Center,Portland,OR,
